id,title,tags,categoryID,madeForKids,Like,Dislike,Label
LmxKNP9bjJ4,"#5 Anh Đức kiện La Thành ""quấy rối"" trên... giường ngủ | PHIÊN TÒA TÌNH YÊU | FVATVA08",la thành|anh đức|phiên tòa tình yêu|phiên tòa tình yêu tập 5|phiên tòa tình yêu full|full phiên tòa tình yêu|phien toa tinh yeu|phien toa tinh yeu tap 5|la thanh|anh duc|phiên tòa tình yêu trọn bộ|phiên tòa|tình yêu|htv2|htv2 channel|la thành quấy rối anh đức|việt hương|trấn thành|kiện|game show xử án|nsnd hồng vân|showbiz viet|trấn thành việt hương|hài|phim hài|show hài,1,FALSE,18144,1799,2
3iX_Y2bL9Lk,(VTC14)_Cô gái vẫn nói chuyện và ăn uống dù tim đã ngừng đập,VTC14|vtc|vtc news|tin tuc|thoi su|tin nong|news|vietnam news|hot news,25,FALSE,18150,875,2
YK3_zkXmhEs,"CES có chiến thắng dễ dàng, FAP hủy diệt FL - ĐTDV mùa Đông 2020",liên quân|liên quân việt nam|đấu trường danh vọng|garena|garena liên quân mobile|giải đấu|giải đấu liên quân|đtdv mùa đông 2020|đtdv mùa đông|vòng bảng đtdv|highlight|heavy|hev|garena esports|garena liên quân|evos esports|livestream liên quân|liên quân mobile|arena of valor|arena of valor beginners guide|cerberus esports|ces|team flash|fl|fap esports|faptv|fap|ces vs hev|fl vs fap|adc|proe|xb|gau|elly|aov|aov vn|khiên g|turtle|k.a,20,FALSE,18163,920,2
nSG9GFORWig,TRUNG REACTION | BÔ REACTION CHÍNH LÀ EM VỆ BINH TINH TÚ Ở MỘT VŨ TRỤ KHÁC,baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|rambo|rambo reaction|trung reaction|thay ba reaction,10,FALSE,18178,223,2
TVFgUYm9lmY,3 Thói Quen Tuyệt Vời Để TÍCH CỰC và NĂNG LƯỢNG mỗi ngày,web5ngay|web 5 ngay|bài học kinh doanh|tích cực|thói quen tích cực|thói quen|muốn sống khỏe đến già|sống khỏe sống tốt|phát triển bản thân|làm thế nào|sống tích cực|thói quen tốt|tràn đầy năng lượng|rèn luyện thói quen tích cực|xây dựng thói quen tích cực|tích cực sống|tích cực là gì|thói quen thành công|thói quen người giàu|nghĩ tích cực|sống tích cực mỗi ngày|làm thế nào để tích cực|năng lượng tích cực|luôn tích cực|luôn suy nghĩ tích cực,27,FALSE,18188,327,0
p-7A0pkDYyU,"CÔ BẠN NGƯỜI MỸ BIẾT PEW VÀ ĐẠI TIỆC CUA ""HOÀNG ĐẾ"",TÔM ""HÙM"" TẠI MỸ | DAILY VLOG 17",PEWPEW|pewpew|PEWPEWVN|pewpewvn|pewdeptrai|pewpewtalkshow|talkshowpewpew|PUBG|PUBGVN|LOL|LOLVN|DOTA2|DOTA2VN|hoangvankhoa|hovankho|tuvantinhcam|tuvantamli|tinhcam|tamli|kitz|pew vlog|pewpew vlog|pew|cuoc song cua pew|pew di my|pew qua my|pew daily vlog|daily vlog pew|pewpew jun vũ|cua hoang đế|cua hoang de viet thao|tom hung canada|king lobster,24,FALSE,18208,411,2
_U7SBaQeX7s,What I Wear with a Stoma | Hannah Witton,how i dress with a stoma|dress|stoma|fashion|style|outfits|ostomy|IBD|surgery|scar|hannah witton|hannah|witton|hospital|summer|winter|swimwear|bikinis|underwear|bikini|bra|knickers|pants|high waisted|ileostomy|ulcerative colitis|what I wear|wear,22,FALSE,18225,335,2
R3zUO56Z89w,wheels on the bus plus more | nursery rhymes | kids songs | wheels on the bus Farmees,wheels on the bus plus more|wheels on the bus farmees|bus rhymes farmees|farmees wheels on the bus|bus song farmees|bus song|kids songs|baby songs|nursery rhymes|bus|kids|for kids|the wheels on the bus|wheels on the bus|wheels on the bus go round and round|on the bus|for children|the wheels on the bus song|kids song|little bus|busses for children|round and round|wheel on the bus|wheels on the bus playlist|wob farmees|farmees bus song|kid|children,27,TRUE,18225,12512,0
#NAME?,Color Song | Kindergarten Nursery Rhymes Collection For Children | Baby Song For Kids by Farmees,color song|kindergarten|nursery rhymes|collection|for children|baby songs|for kids|farmees|color|colors|colour|colors song|learn colors|colors for kids|kids songs|toddlers|nursery rhyme|teach colors|colours|learning colors|kids song|rhymes|crayons|preschool|preschool songs|music for children|rhyme|nursery songs|color collection|learning rhymes|baby learning|kids playlist|english nursery rhymes|video for kids|children|kindergarten songs|youtube kids,27,TRUE,18241,13469,0
ALWVzklX7x0,Happy Birthday Song | Party Song | Nursery Rhymes | Kids Songs by Farmees,Happy Birthday Song|Party Song|Nursery Rhymes Farmees|Kids Songs|happy birthday|birthday|farmees|birthday song|happy|birthday songs|happy birthday songs|children songs|children|baby songs|happy bday|rhyme|happy bday 2 u|bdays|happy birthday rhymes|birthday party songs|happy birthday to you song|baby|childrens|kids|birthdays|celebrate|toddlers|3d rhymes|rhymes songs|nursery songs|kids songs|songs|rhymes|youtube kids|happy birthday to you|kid songs,27,TRUE,18258,9312,0
s9-exVFzz14,B TRAP - Super E x MC ILL x Jay Bach | Official MV,MC|ILL|Giang|Đẫm,10,FALSE,18266,387,2
PMtHgRVgb70,Kem Xôi TV: Tập 89 - Sầu tím cả người,Kem Xôi TV|Kem Xoi TV|Hài|Trung Ruoi|Trung Ruồi|Yến Xôi|Yen Xoi|Quỳnh Kool|Quynh Kool|Minh Tít|Minh Tit|Mỳ Gõ|My Go|kem xôi 89|kem xôi mới nhất|kem xôi tập 89|thanh bi|quang lê|nguyễn ngọc ngạn|nguyễn cao kỳ duyên|kỳ nhông|quang mận|sầu tím thiệp hồng|bắt cóc trẻ em|Kem xôi|Kem xoi|Kem xôi TV mới nhất|Kem xoi moi nhat|Kem xoi TV tap 89|Tap 89|Paris by night|Kem xoi by night|polygon music|polygon|máy lọc nước,22,FALSE,18314,2120,2
eXVFCJJJ1Sk,"Diên Hy Công Lược - Tập 50 (Lồng Tiếng) | Phim Bộ Trung Quốc Hay Nhất 2018 (17H, thứ 2-6 trên HTV7)",phim long tieng|phim phim lồng tiếng|full|full hd|phim hay|phim hot|PHIM|BO|PHIM BỘ|PHIM BO HAY|PHIM BỘ HAY|dien hi cong luoc|diên hi công lược|dien hy cong luoc|diên hy công lược|dien hi cong luoc long tieng|diên hi công lược lồng tiếng|dien hy cong luoc long tieng|diên hy công lược lồng tiếng|ngụy anh lạc|phú sát phó hằng|phú sát hoàng hậu|xa thi mạn|nhàn phi|dien hy tap 50|diên hy tập 50|dien hy cong luoc tap 50|diên hy công lược tập 50,1,FALSE,18356,1858,1
ycJXcqawjZA,Anh Đếch Cần Gì Nhiều Ngoài Em - Đen ft Vũ | Diễn Live | Billboard Việt Nam,BillboardVN|billboard việt nam|bbvn|billboard vietnam|đồng âm|đen vâu|den vau|vũ|indie|concert|moderato|full performance|anh dech can gi nhieu ngoai em|dien live|màn trình diễn|đen|rap hip hop|anh đếch cần gì nhiều ngoài em|anh đếch|anh đếch cần gì nhiều|anh đếch cần gì|Vũ|đen vũ|đen vâu anh đếch cần gì nhiều ngoài em|anh đếch cần gì nhiều ngoài em đen vâu|vũ.|thành đồng|rapcoustic|anh đếch cần gì ngoài em|Đếch|dech,24,FALSE,18377,213,1
g9KA8o1ZlgM,Baby Girl Power | Badanamu Compilation l Nursery Rhymes & Kids Songs,children songs|fun songs|nursery|2019|family|preschool|english education|animation songs|kids songs|children's songs|nursery songs|ponytail|children|early childhood|kindergarten|kids|early childhood education|phonics|baby songs|preschoolers|babies|animation|toddlers|ABC|2020|dance baby|dance|nursery rhymes|badanamu,27,TRUE,18385,9814,0
QHiZe0ybFLw,Không Làm Vẫn Có Tiền: Thu Nhập Thụ Động,Không Làm Vẫn Có Tiền|thu nhập thụ động|web5ngay|bài học kinh doanh|passive income|Tiền|không làm mà có tiền|kiếm tiền trên mạng|kiếm tiền tại nhà|kiếm tiền nhanh|kiếm tiền qua mạng|kiếm tiền 4.0,27,FALSE,18397,632,0
e6iYDV1o_IQ,"Pinky Giải Cứu Meena, Gặp 3 Tên Áo Đen Zeta Cùng Lúc, Cái Kết Của Pinky ? | PINKY HONEY",pinky honey|beauty blogger|food blogger|funny vlog|Pinky bảo trân|pinky|pinky bao tran|hot girl vlog|ghien mi go|mì gõ|hai huoc|Vlog beauty|vlog hai huoc|co pink vlog|zeta|ao den|pinky bi theo doi|meena bi theo doi|pinky ao den|pinky zeta|to chuc ao den|to chuc zeta|giai cuu|giai cuu meena|meena bat coc|meena bi bat coc,24,FALSE,18414,1768,2
VxPjNPgKMnk,6 Năm Máy Bay MH370 Mất Tích | Sự Thật Bí Ẩn Lớn Nhất Lịch Sử Ngành Hàng Không,Xem gì hôm nay|xemgihomnay|xem gi hom nay|xem gì|xem gi|miss xem gi|miss xem gì|kham pha|khám phá|giai tri|giải trí|chuyen la|chuyện lạ|máy bay MH370|máy bay mất tích|máy bay MH370 mất tích|mh370|mh370 mất tích|bí ẩn lớn nhất ngành hàng không|mh370 trở về|mh370 xuất hiện|tìm thấy mh370|tìm thấy máy bay mh370|toàn cảnh mh370|giả thuyết xung quanh mh370|nguyên nhân mh370 mất tích|10 vụ máy bay mất tích bí ẩn|mất tích|bí ẩn,24,FALSE,18434,1130,2
R4XjUKvp584,"#1 TeamWOWY đi sắm giày Nike trước giờ G của Rap Việt: LăngLD, Bokeh, TonyD, F, Dế, RIC, VVSix, JBee",wowy|team wowy|rap việt|rap viet|wowy mua giày|wowy tặng giày|tony d|jbee7|ric|jbee rap viet|f rap|f rap viet|team wowy mua giày|jbee|ric rap viet|wowy mua giay|wowy dẫn team đi mua giày|rap việt team wowy|ric rap|giày nike|rap|dế choắt|wowy tang giay|lăng ld vs dế choắt|rap việt ric|ric vs f|dế choắt rapper việt|rap việt jbee|f team wowy|wowy nike|wowy rap việt|rapviet wowy|rapviet wowyteam|rapviet teamwowy|rap việt teamwowy,10,FALSE,18444,160,2
5kLOxsVCkQ8,10 Đứa Trẻ Ngậm Thìa Vàng Gia Tài Đồ Sộ Nhất Thế Giới - Số 7 Tiêu Tiền Phát Hoảng,top 1 khám phá|top1khampha|top 1 kham pha|10 đứa trẻ|những đứa trẻ giàu nhất thế giới|10 đứa trẻ giàu nhất thế giới|những đứa trẻ nổi tiếng nhất thế giới|những đứa trẻ nổi tiếng|giới siêu giàu|10 dua tre giau nhat the gioi|những đứa bé đẹp nhất thế giới|trẻ con|con trai donald jump|Barron|hoàng tử george|hoàng tử anh|con nhà giàu|rick kick|giới siêu giàu tiêu tiền|khám phá|kỳ lạ|sự thật|bí ẩn,24,FALSE,18445,620,2
kKRGUH0P_90,PEWPEW - Cách tỏ tình ''con bàn bên'',PewPew|talkshow|Pew|Pewlatui|TalkshowPewPew|pewpew tư vấn tình cảm|pewpew hát|pewpew mix|Pewpew hay nhất|con bàn bên|tán gái|tỏ tình,24,FALSE,18448,340,2
qsp4skVgtco,Lớp Trưởng Siêu Quậy | Nữ Quái Học Đường - Tập 6 - Phim Học Đường | Phim Cấp 3 - SVM TV,lớp trưởng siêu quậy tập 6|nữ quái học đường tập 6|phim học đường|phim cấp 3|svm tv|svm|svm school|lớp học bá đạo|sinh viên|phim học đường trung quốc|phim hài học sinh|phim hoc duong|phim học sinh|nu quai hoc duong|nữ quái học đường|phim hài svm|phim ngôn tình|phim tình cảm|lớp trưởng đại ca,24,FALSE,18458,1299,2
V71kJANVrOA,36 CUỘC SỐNG CHO BẤT KỲ LOẠI RẮC RỐI,5 Phút Thủ Công 5-phút thủ công|DIY|tự mình làm|thủ công|5 phút thủ công|cuộc sống hack|những thứ hữu ích|thủ thuật|mẹo|dự án DIY|hoạt động DIY|hướng dẫn|làm thế nào để|làm thế nào để cư xử|phụ nữ thích|uống trà|uống rượu|cách cư xử|tác phong|lỗi xã giao|tái sử dụng chai nhựa|tái sử dụng|bột giặt|chai nhựa|kem đánh răng|Bàn chải đánh răng|diễn giả|chảo bị cháy|hộp đựng khăn ăn|nút chai rượu vang,22,FALSE,18491,3850,0
202Nen2DKyo,Xuất phát! | Xe cứu hỏa noel thi hành nhiệm vụ | Tuyển tập nhạc thiếu nhi giáng sinh | BabyBus,babybus vietnamese|babybus|baby bus|babybus nhạc thiếu nhi|vietnamese kid song|babybus vietnam|babybus tieng viet|nhạc thiếu nhi vui nhộn|nhạc thiếu nhi hay|nhac thieu nhi soi dong|ca nhạc thiếu nhi|bài hát thiếu nhi noel|Xuất phát!|Xe cứu hỏa noel thi hành nhiệm vụ|Tuyển tập nhạc thiếu nhi giáng sinh|bài hát giáng sinh|đội cứu hỏa|bài hát xe cứu hỏa|bai hat linh cuu hoa|cứu hỏa|giáng sinh|baby song|christmas song,27,TRUE,18509,12674,0
50fsX3kuQAc,Cách Nói Chuyện Hài Hước | Kỹ Năng Giao Tiếp Xuất Sắc,hài|hài hước|nói chuyện hài|nói chuyện hài hước|nói chuyện vui|web5ngay|web 5 ngay|bài học kinh doanh|nói chuyện|giao tiếp|kỹ năng giao tiếp|nghệ thuật giao tiếp|cách nói chuyện|mẹo giao tiếp|yêu quý|gây thiện cảm|bài học thành công|kỹ năng giao tiếp hiệu quả|nâng cao kỹ năng giao tiếp|nâng cao kỹ năng|giao tiếp thông minh|giao tiếp khôn khéo|giao tiếp xã hội|nói chuyện thông minh|nói chuyện có duyên|nói chuyện cuốn hút|cách nói chuyện hài hước,27,FALSE,18525,665,0
8vseHTIuaIk,32 THỦ THUẬT TRƯỜNG HỌC THÔNG MINH,thủ công|mẹo nhỏ|hack học sinh|trường trung học|lời khuyên cho sinh viên|cách làm|ý tưởng cho học sinh|thủ công giá rẻ|thay thế trường học|thủ thuật học tập|các dự án thủ công|thủ công văn phòng phẩm|trường hợp điện thoại sáng tạo|bóng|diy|mẹo đơn giản|hoạt động thủ công|đổi mới ba lô|mẹo vặt|hack cho trường học|mẹo làm cuộc sống dễ dàng hơn|mài bút chì|5 phút thủ công|hướng hẫn|hack đại học|trường học|tự tay làm hết|mẹo|tự làm,26,FALSE,18533,3268,0
YpVFaWKRmB4,Chubby Cheeks | Farmees | Kids 3D Nursery Rhymes TV And Baby Songs by Farmees,chubby cheeks|Preschool Playlist for Children Season 1|farmees|chubby cheeks rhyme|chubby cheek|rhymes|cheeks|chubby|songs for children|nursery rhymes|rhyme|kids|children songs|songs|wheels on the bus|kids songs|children rhymes|kids videos|abc song|five little ducks|bob the train|rosy|3d|nursery|animated|cartoon|toddler|toddlers|chubby cheeks dimple chin|parents|english rhymes|3d rhymes|baby rhymes|kids rhymes|animal rhyme|animal song|child song|babies,27,TRUE,18553,12649,0
V8CrxaXaPHQ,Vĩnh Vớ Vẩn | Troll Vĩnh Cùng Vy Yêu Nhau Và Phản Ứng Không Ngờ Của Hằng | Troll Beautifull Girls,vvv|vĩnh|vớ vẩn|Vĩnh Vớ Vẩn|clip vui|video funny|troll gái xinh|vinh vo van|clip hài|hài hước|2020|funny video 2020|troll girl xinh|beautiful girl|troll vy|vĩnh troll hằng|yêu nhau|và phản ứng|của hằng|trp;; gái xinh|troll beautilful girls|không ngờ|troll hằng,24,FALSE,18564,550,2
Bz0rALHuzZA,#3 SỞ KIỀU TRUYỆN | FDRDTA08,so kieu truyen tap 3|sở kiều truyện tập 3|htv2|htv2 vie channel|vie channel|Sở kiều truyện|so kieu truyen|phim trung quoc|phim kiem hiep|sở kiều truyện lồng tiếng|phim kiếm hiệp|phim co trang|phim cổ trang hay|phim hay|trung quốc|trung quoc|sở kiều truyện full|triệu lệ dĩnh|sở kiều truyện thuyết minh|lâm canh tân|sở kiều truyện trộn bộ|sở kiều truyện vietsub|phim cổ trang hay nhất 2019|phim võ thuật hay nhất 2019,1,FALSE,18571,2232,2
eRTjQ6iVnvI,#24 Trấn Thành đi truyền thái y vì thần đồng 7 tuổi IQ vô cực | NHANH NHƯ CHỚP NHÍ - Mùa 2 |FKITVA08,htv2|vie channel|nhanh nhu chop|nhanh như chớp|nhanh nhu chop nhi|nhanh như chớp nhí|nhanh nhu chop nhi mua 2|nhanh như chớp nhí mùa 2|nhanh nhu chop nhi mua 2 tap 20|tran thanh|trấn thành|trúc nhân|hiền hồ|nhanh như chớp nhí tập 24|nhanh nhu chop nhi tap 24|tập 24 nhanh như chớp nhí,24,FALSE,18571,2674,2
hotgx2pNBbs,ZOIDS - THÚ VƯƠNG ĐẠI CHIẾN | Tập 50 (tập cuối): Mối Ràng Buộc Kết Nối Tương Lai - Phim Nhật Bản,vương quốc đồ chơi|mykingdom|mykingdom channel|my kingdom|mykingdomtv|mykingdom tv|đồ chơi trẻ em|đồ chơi|trẻ em|đồ chơi cho bé|thế giới đồ chơi|toys|toys kid|kids|Zoids|thú vương đại chiến|wild liger|gilraptor|kabtor|scorpear|gannontoise|gabrigator|grachiosaurus|thú máy|khủng long|mini game|tặng thú vương đại chiến|tặng quà|thu vuong dai chien|dại chien thu vuong|đại chiến thú vương|thuvuongdaichien|zoid|thú vương,1,FALSE,18586,1207,0
5rKf1ghFGlU,Food Song | Original Song | Nursery Rhymes | Baby Song | 3D Rhymes by farmees,food song|Originl Song|farmees|Nursery Rhymes|the food song|Baby Song|3D Rhymes|lyrics|video|for children|for kids|nursery rhymes|kids|for babies|preschool|baby|kindergarten song|rhymes|songs|songs for kids|toddlers|baby songs|kindergarten|rhymes for kids|nursery song|english rhymes|3d|videos|nursery songs|baby rhymes|farmer rhymes|babies|song|kid|food|my food song|food rhyme|kids songs|baby song|rhyme song,24,TRUE,18587,12751,0
Ka6ZioIGT_s,30 MẸO HAY CHO NHỮNG NGÀY BUỒN CHÁN,thủ công|mẹo nhỏ|cách làm|các dự án thủ công|diy|mẹo đơn giản|hoạt động thủ công|mẹo vặt|mẹo làm cuộc sống dễ dàng hơn|5 phút thủ công|hướng hẫn|tự tay làm hết|mẹo,26,FALSE,18601,4538,0
qNYoQIDD-Ps,Chúng tớ là những thợ sửa xe | Kiki Miumiu và hộp dụng cụ thần kỳ | Nhạc thiếu nhi | BabyBus,babybus vietnamese|babybus|baby bus|babybus nhạc thiếu nhi|vietnamese kids song|nhạc thiếu nhi vui nhộn|nhạc thiếu nhi hay|nhac thieu nhi soi dong|bài hát thiếu nhi|ca nhạc thiếu nhi|nhạc panda|kiki panda|miumiu panda|hoạt hình gấu trúc|hoạt hình panda|Chúng tớ là những thợ sửa xe|Kiki Miumiu và hộp dụng cụ thần kỳ|kiki làm thợ sửa xe|panda thợ sửa xe ô tô|hộp dụng cụ thần kỳ|kiki sử xe|hộp dụng cụ|bài hát sửa xe|baby song|thiếu nhi,27,TRUE,18604,12533,0
HNW6x2XyqjY,Kem Xôi TV - Tập 55 | Bảo Hành Trọn Đời - Nhìn Trộm Gái Xinh,Kem Xôi TV|hài|Trung ruồi|Minh tit|Quỳnh cool|Hài kem xôi|hài kem xôi|kem xoi tv|quynh kool|kem xôi tập 55|bảo hành|hài kem xôi mới|kem xôi mới nhất|kem soi|hải yến|Dr hải lê|hai le|mocha|Kem Xôi TV - Tập 55|Bảo Hành Trọn Đời|bao hanh|che do bao hanh|Hàng Thật|Gái Xinh|Hàng Thật Hàng Giả|Nhìn Trộm|nhin trom,24,FALSE,18621,2169,2
uH1QZZ6YhQo,Đến Hương Giang cũng không nhìn ra chàng Giới tính thứ 3 | Tập 1 - NGƯỜI ẤY LÀ AI? - Mùa 1,nguoi ay la ai tap 1|người ấy là ai|người ấy là ai full|nguoi ay la ai|giới tính thứ 3|gioi tinh thu 3|người ấy|là ai|người ấy là ai tập 1|hương giang|huong giang|độc thân|kiều minh tuấn|kieu minh tuan|phương mai|Phuong mai|anh đức|anh duc|LGBT|nguoi ay la ai tap 1 full|người ấy là ai tập 1 full|nguoi ay la ai tap 2|người ấy la ai tập 1|người đó là ai|tran thanh|người ấy là ai tập 2|ai là ai của ai|nguoi ay la|chương trình người ấy là ai,24,FALSE,18640,3185,2
N5SD5MBQNZE,Thử Thách Chấp Cả Phòng Gym Vật Tay - P2 - Kiên Hư Hỏng,Thử Thách|Chấp Cả Phòng Gym|Thử Thách Vật Tay|Phòng Gym Vật Tay|Vật Tay|Vật Tay 2020|vật tay ở phòng gym|Thể Hình Vật Tay|vật tay số 1 việt nam|Khi Dân Thể Hình Vật Tay|vật tay thế giới|Vật Tay Đường Phố|vật tay miền bắc|Vật Tay Phố Đi Bộ|vật tay gãy tay|vật tay dương đức|vật tay mạnh nhất thế giới|Dậy Vật Tay|Vật Tay WWE|thi vật tay|kỹ thuật vật tay|cách vật tay|tập gym|cách tập gym hiệu quả|armwrestle|arm wrestling|Kiên Hư Hỏng|broken arm,22,FALSE,18644,3882,2
-3ZHgKL_Mc4,Lớp Học Bá Đạo - Phần 2: Tập 43 - Phim Học Đường | Phim Cấp 3 Hay 2018,lớp học bá đạo|lớp học bá đạo phần 2|phim học đường|phim cấp 3|phim học đường hay nhất|phim cấp 3 hay nhất|phim thời học sinh|phim học đường hàn quốc|phim học đường trung quốc|phim hoc duong|phim hai|phim hài|phim ngắn hay|phim học đường hay nhất 2018|svm tv|svm|điều tuyệt vời nhất của chúng ta|phim cap 3|phim học sinh|lop hoc ba dao phan 2|lớp học|bá đạo,24,FALSE,18687,789,2
2wlIiC33xtg,TRUNG NEWS | Ý... CÁI GÌ ZẬY SENA?,baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|thay ba phot sena|sena|thay ba|cau gi zay sena|trung tin tuc|trung news|thay ba xem facebook,20,FALSE,18700,151,2
zuVI6jOTu7g,"TRUNG IRELIA | ""HOTGIRL"" TIỂU TIỂU VÀ ĐẠI ĐẠI GHÉ THĂM LỚP THẦY BA",baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|tieutieu|daidai|trung irelia|hotgirl|hotgirl lop thay ba|irelia,20,FALSE,18732,913,2
W0W9NPyJUDc,TRUNG REACTION | NGẮM GÁI XINH ĐẾN NO MẮT...CHẾT THẦY RỒI MẤY ĐỨA ƠI,baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|trung reaction|thay ba reaction|thay ba xem gai|trung xem gai,22,FALSE,18770,271,2
ywsmQ8B6hBQ,31 MẸO LÀM MÓN TRÁNG MIỆNG CỰC NGON,kẹo dẻo|5 phút thủ công|DIY|tự tay làm hết|thủ công|mẹo vặt|mẹo|mẹo nhỏ|các dự án thủ công|hoạt động thủ công|hướng hẫn|cách làm|mẹo đơn giản,22,FALSE,18773,1083,0
TBfaqdsFG9U,TRUNG TALK SHOW | LẦN ĐẦU TIÊN BÒ VIÊN LÊN STREAM,baroibeo|ba rọi béo|ba roi beo|thaygiaoba|thầy giáo ba|thay giao ba|bo vien trung talk show|bo vien|trung talk show,22,FALSE,18785,148,2
XJyt7Orfxgk,Lạ Lùng - Vũ. / 282 Live Session,xin phep duoc co don|xin phép được cô đơn|Vũ|Vũ official|lạ lùng vũ|đông kiếm em vũ|mùa mưa ngâu nằm cạnh vũ|nhạc indie 2017|phút ban đầu vũ|lời yêu em vũ|chuyện những người yêu xa|dong kiem em vu|la lung vu|xin phép được cô đơn thái vũ|xin phép được cô đơn vũ|la lung|vũ lạ lùng|Lạ Lùng|lạ lùng beat|lạ lùng live|Live Session,10,FALSE,18792,144,1
gC8GhWIB-yI,MIN - NẾU NHƯ MỘT NGÀY (ONE DAY feat. Rhymastic) OFFICIAL AUDIO,one day|one day min|min one day|one day mv|one day audio|one day rhymastic|take me away|take me away min|min take me away|min st319|st319|st319 min|min|min official|min 2016|MIN|MIN 2016|MIN take me away|min MV|min audio,10,FALSE,18797,258,2
7sSf_S1WL9o,PEWPEW - 1 LẦN THỬ ĐƯỢC LÀM SẾP ĐI XE CỦA UYÊN PU VỚI TÀI XẾ RIÊNG TIỀN ZOMBIE | DAILY VLOG,PEWPEW|pewpew|PEWPEWVN|pewpewvn|pewdeptrai|pewpewtalkshow|talkshowpewpew|PUBG|PUBGVN|LOL|LOLVN|DOTA2|DOTA2VN|hoangvankhoa|hovankho|tuvantinhcam|tuvantamli|tinhcam|tamli|pew|vlog|tiền zombie|tiền zombie v4|uyên pu|uyên pu mua xe|misthy|thypew|misthy pewpew|top trending|top thịnh hành|quang cuốn|quang cuon|hải mõm|hai mom,24,FALSE,18833,263,2
Ret5EIu-U30,"Kiều Nữ và Sư Phụ - 102 Productions - Angela Vy, Phillip Dang, Tấn Phúc",102 productions|jvevermind|phong le|tan phuc|phillip dang|rapper chat|7 ngay khong choi|peace walker|con cac|du vo may,23,FALSE,18842,1844,2
5R-UzexxhBQ,#7 SỞ KIỀU TRUYỆN | FDRDTA08,sở kiều truyện tập 7|so kieu truyen tap 7|htv2|htv2 vie channel|vie channel|Sở kiều truyện|so kieu truyen|phim trung quoc|phim kiem hiep|sở kiều truyện lồng tiếng|phim kiếm hiệp|phim co trang|phim cổ trang hay|phim hay|trung quốc|trung quoc|sở kiều truyện full|triệu lệ dĩnh|sở kiều truyện thuyết minh|lâm canh tân|sở kiều truyện trộn bộ|sở kiều truyện vietsub|phim cổ trang hay nhất 2019|phim võ thuật hay nhất 2019,1,FALSE,18860,2220,2
eKu3QwUK1ho,"Nhanh Như Chớp | Tập 24 Full: Trường Giang Hả Hê Trả Thù ""Song Khoa"" Vì Đem Nhã Phương Lên Sân Khấu",dong tay promotion|đông tây promotion|htv|Nhanh Nhu Chop|Nhanh Như Chớp|HTV Nhanh Nhu Chop|HTV Nhanh Như Chớp|Nhanh Nhu Chop Tap|Nhanh Như Chớp Tập|Trường Giang|Truong Giang|Hari|Hari Won|HariWon|Nhanh Nhu Chop Full|Nhanh Như Chớp Full|Nhanh Như Chớp 24|Nhanh Nhu Chop 24|mac van khoa|mạc văn khoa|chau dang khoa|châu đăng khoa|puka|ung dai ve|ưng đại vệ|hoàng mập|hoang map|nhanh nhu chop tap 24|nhanh như chớp tập 24|nhã phương|nha phuong,24,FALSE,18926,3798,0
s-QXMCn3eDE,Vĩnh Vớ Vẩn | Troll Thuỳ Về Nước Ở Chung Với Vĩnh Và Phản Ứng Của Hằng |  Troll Beautifull Girls,vvv|vĩnh|vớ vẩn|Vĩnh Vớ Vẩn|clip vui|video funny|troll gái xinh|vinh vo van|clip hài|hài hước|2020|funny video 2020|troll girl xinh|beautiful girl|troll|thùy về nước|về nước|nước|ở chung|với vĩnh|vinh troll hằng|vĩnh hằng|Thùy,24,FALSE,18927,645,2
uwHDwltvcZ4,Bảo Ren Cùng Đồng Bọn Chơi TRỐN TÌM,bảo ren|wefi|bảo ren music|bảo|ren|vlogs|hài hước|funny|fun|giải trí|đời sống|wefi vlogs|reaction|con nít|trẻ em|phá đồ|thí nghiệm|troll|prank|bựa|lầy|vui vẻ|vui|bảo ren cùng đồng bọn chơi trốn tìm|cùng đồng bọn|chơi trốn tìm|trốn tìm|chơi|đồng bọn|cùng đồng bọn chơi trò chơi,24,FALSE,18945,1948,2
dqvzvV-oG5g,Top 10 Hoa hậu XẤU ĐAU XẤU ĐỚN thế giới - Lê Âu Ngân Anh của Việt Nam đứng thứ???,Xem gì hôm nay|xemgihomnay|xem gi hom nay|xem gì|xem gi|miss xem gi|miss xem gì|kham pha|khám phá|giai tri|giải trí|chuyen la|chuyện lạ|Top 10 Hoa hậu XẤU NHẤT THẾ GIỚI|Hoa hậu XẤU NHẤT THẾ GIỚI|10 Hoa hậu XẤU NHẤT THẾ GIỚI|Hoa hậu XẤU NHẤT|hoa hậu lê âu ngân anh|hoa hậu lê âu ngân anh giờ ra sao,24,FALSE,18995,2013,2
qnCGVEMFBRs,FREAKY LABIA,anatomy|human|labia|lips|minora|majora|protruding|dark colored|changing colors|insecurity|body image|vulva|sex ed|sexuality|body positive|sex positive|laci green|clitoris|labiaplasty|vaginal rejuvenation|vaginoplasty|deisgner vagina,24,FALSE,18997,1674,2
